Epoch,Training Error,Training Loss,Validation Error,Validation Loss
1,78.25494205862304,1.7354238926435928,77.49221183800623,1.715469029214647
2,72.03233031453891,1.6591170170225458,70.40498442367601,1.659325776276765
3,64.80669977602493,1.5202656468127005,72.89719626168224,1.734592075701113
4,51.63112279676697,1.2740472894962702,72.66355140186916,1.9039206151609067
5,35.26146654981011,0.907529732659227,73.5202492211838,2.468479075549561
