Epoch,Training Error,Training Loss,Validation Error,Validation Loss
1,77.15454279871457,1.7280713611302718,74.22118380062305,1.7052671173472462
2,70.32817216866297,1.6210725650980464,72.42990654205607,1.6957888338300917
3,55.85743499853929,1.362391613539877,75.38940809968847,1.8382037421803417
4,35.61203622553316,0.9073541488417213,74.37694704049844,2.2986920917475664
5,17.694030577466165,0.47292857973421476,74.45482866043614,2.8013446007245855
