Epoch,Training Error,Training Loss,Validation Error,Validation Loss
1,76.1661993372419,1.727163838789515,72.97507788161994,1.6720524628957112
2,69.58110289744243,1.6211097112492374,73.3644859813084,1.660324513176341
3,61.203160846291105,1.4641797683485176,71.33956386292834,1.7033983307120242
4,48.84017333673209,1.2144574004670847,73.05295950155764,1.857417745354735
5,36.2477695641091,0.9366177612024805,72.81931464174454,2.2492939366234674
6,26.00900671254992,0.6850034556068156,73.75389408099689,2.6466274290909
7,17.733027444982582,0.49052144950458215,71.57320872274144,2.8761928537745534
