Epoch,Training Error,Training Loss,Validation Error,Validation Loss
1,75.97734237162226,1.7166883632408052,72.66355140186916,1.6699652171429293
2,67.86145417401801,1.58951846675986,71.96261682242991,1.6635236931435855
3,50.6825146253134,1.2694431485867996,73.20872274143302,1.8623481812300506
4,30.29064908533755,0.7889431562130989,74.76635514018692,2.507871339350571
5,14.411737394372736,0.3954820892765278,73.5981308411215,3.042073536802221
