Epoch,Training Error,Training Loss,Validation Error,Validation Loss
1,77.5941733886757,1.7348231524788542,73.67601246105919,1.6817164494667525
2,70.00548202678362,1.6302958355379642,71.65109034267913,1.6517987884121177
3,68.85425640222414,1.6064351436044457,72.58566978193147,1.6485998380331346
4,60.13783381627379,1.4576754229089643,73.20872274143302,1.720148828294542
5,41.733886756989584,1.0558994283738812,72.58566978193147,1.9238380017103973
