Epoch,Training Error,Training Loss,Validation Error,Validation Loss
1,77.407732008959,1.7413590797382723,72.97507788161994,1.6874966297620608
2,72.12971078001753,1.6622399102861636,73.83177570093457,1.6675444444020588
3,64.87486610185996,1.540929608812956,70.79439252336448,1.6374956104490492
4,55.166033693641054,1.3454996478334766,70.32710280373831,1.7516815750687211
5,43.0811179277437,1.0823947399204765,74.22118380062305,2.0734015040927463
