Epoch,Training Error,Training Loss,Validation Error,Validation Loss
1,79.73512513389814,1.7643453105587825,80.68535825545172,1.7587432640570182
2,79.85198169247249,1.759235655778665,80.68535825545172,1.766186371261691
3,78.15756159314441,1.746447729358792,77.41433021806853,1.7397863393948403
4,76.12230986464115,1.724942874499942,77.64797507788163,1.7430459923214383
5,74.98295841854124,1.6921925409189267,74.45482866043614,1.707722806636198
