Epoch,Training Error,Training Loss,Validation Error,Validation Loss
1,79.06319992209563,1.761009349258518,75.0,1.7293827062771645
2,75.2264095822378,1.699810684098633,72.0404984423676,1.666297263569302
3,68.37082481254261,1.591544557026242,73.5981308411215,1.747110140176467
4,55.09786736780602,1.3334374922643941,72.74143302180686,1.9182750148537717
5,37.64728795403642,0.9457273006996262,74.68847352024922,2.3230248159832425
