Epoch,Training Error,Training Loss,Validation Error,Validation Loss
1,77.8110536346311,1.742888562565099,72.50778816199377,1.6853262995496208
2,70.9501769670569,1.6452867194080214,71.88473520249221,1.6256372457669106
3,61.92031944822579,1.4856468371625215,70.24922118380061,1.7490211151264332
4,48.960885742807875,1.2246978429128539,71.10591900311526,1.922525820908723
5,34.06842726200199,0.9017109320281379,70.95015576323988,2.2417876455518932
